customer_id,gender,senior_citizen,partner,dependents,tenure,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,churn_probability,tenure_group
3423-HHXAO,Female,0,Yes,Yes,14,One year,Yes,Mailed check,19.5,272.0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.16455474798032294,13-24 months
1930-BZLHI,Male,0,No,No,21,One year,Yes,Mailed check,20.35,422.7,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.15138164904072493,13-24 months
0848-ZGQIJ,Female,0,Yes,No,16,Month-to-month,Yes,Bank transfer (automatic),94.65,1461.15,No,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,0.787079456787654,13-24 months
3639-XJHKQ,Female,0,No,Yes,19,Month-to-month,Yes,Electronic check,60.6,1297.8,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,0.4086091730272008,13-24 months
7821-DPRQE,Male,0,Yes,No,68,Month-to-month,Yes,Electronic check,107.7,7320.9,No,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0.5180793686021692,48+ months (Loyal)
3506-LCJDC,Male,0,Yes,Yes,1,Month-to-month,No,Bank transfer (automatic),19.95,19.95,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.37186997720275566,0-12 months (New)
9895-VFOXH,Female,0,No,No,1,Month-to-month,No,Mailed check,24.4,24.4,No,No,No phone service,DSL,No,No,No,No,No,No,0.709588179765114,0-12 months (New)
3717-LNXKW,Male,0,Yes,No,38,Month-to-month,No,Bank transfer (automatic),91.7,3479.05,No,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,0.5173179673405213,25-48 months
8125-QPFJD,Female,0,Yes,No,72,Two year,Yes,Bank transfer (automatic),84.9,6065.3,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,0.05300854439024111,48+ months (Loyal)
8639-NHQEI,Female,0,Yes,Yes,72,Two year,Yes,Bank transfer (automatic),95.9,6954.15,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,0.09827767946046649,48+ months (Loyal)
7159-NOKYQ,Male,0,Yes,No,67,Two year,Yes,Electronic check,93.15,6368.2,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,0.23683678596194405,48+ months (Loyal)
5204-HMGYF,Female,0,Yes,Yes,49,One year,Yes,Mailed check,87.2,4345.0,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0.10473829623448637,48+ months (Loyal)
5747-PMBSQ,Male,1,Yes,No,10,Month-to-month,Yes,Mailed check,92.5,934.1,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No,0.7465618110594291,0-12 months (New)
5649-VUKMC,Female,0,No,No,12,One year,No,Mailed check,95.5,1115.15,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0.6079364889654724,13-24 months
6551-VLJMV,Male,0,Yes,No,34,Two year,No,Credit card (automatic),20.05,679.0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.030860338081317603,25-48 months
6538-POCHL,Male,0,No,No,33,Month-to-month,Yes,Credit card (automatic),79.0,2576.8,No,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,0.5449797301388412,25-48 months
3244-DCJWY,Female,0,No,No,1,Month-to-month,Yes,Electronic check,70.25,70.25,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.8560242483644241,0-12 months (New)
9782-LGXMC,Female,0,Yes,Yes,49,Month-to-month,No,Bank transfer (automatic),61.75,3024.15,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,0.08812328899183801,48+ months (Loyal)
4367-NHWMM,Female,0,No,No,1,Month-to-month,Yes,Mailed check,24.9,24.9,No,No,No phone service,DSL,No,No,No,No,No,No,0.7703769544327939,0-12 months (New)
4685-ERGHK,Male,0,No,No,57,One year,Yes,Electronic check,86.9,4939.25,No,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0.4683746853521028,48+ months (Loyal)
8845-LWKGE,Female,0,Yes,Yes,30,One year,Yes,Electronic check,64.5,1985.15,No,Yes,No,DSL,No,No,Yes,Yes,Yes,No,0.2798509975620371,25-48 months
3256-EZDBI,Male,1,Yes,No,51,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,No,No,No phone service,DSL,No,Yes,No,No,No,No,0.2605277540635089,48+ months (Loyal)
1395-OFUWC,Male,0,Yes,Yes,43,Month-to-month,No,Credit card (automatic),29.3,1224.05,No,No,No phone service,DSL,No,Yes,No,No,No,No,0.19715870939035915,25-48 months
2832-KJCRD,Female,0,No,No,38,Month-to-month,Yes,Electronic check,103.65,3988.5,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0.7756857257771473,25-48 months
2446-PLQVO,Male,0,No,No,1,Month-to-month,Yes,Electronic check,70.3,70.3,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.8597561207159925,0-12 months (New)
1036-GUDCL,Male,0,Yes,Yes,60,Month-to-month,Yes,Credit card (automatic),79.05,4663.4,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,0.148705152978014,48+ months (Loyal)
2005-DWQZJ,Female,0,Yes,Yes,8,Two year,No,Mailed check,19.05,201.7,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.08557663647646517,0-12 months (New)
0682-USIXD,Female,0,Yes,No,21,Month-to-month,Yes,Electronic check,86.05,1818.9,No,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,0.7404398022103381,13-24 months
8356-WUAOJ,Female,0,Yes,No,1,Month-to-month,Yes,Electronic check,45.0,45.0,No,Yes,No,DSL,No,No,No,No,No,No,0.7428043163074762,0-12 months (New)
2038-LLMLM,Female,0,No,No,48,Month-to-month,Yes,Electronic check,103.85,4946.05,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0.7246180853438716,48+ months (Loyal)
7061-OVMIM,Female,0,Yes,Yes,30,One year,No,Bank transfer (automatic),19.55,608.5,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.067743693891905,25-48 months
5804-HYIEZ,Male,0,Yes,Yes,70,Month-to-month,Yes,Electronic check,106.05,7554.05,No,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,0.5098763607902779,48+ months (Loyal)
7619-ODSGN,Male,0,Yes,Yes,24,Month-to-month,No,Electronic check,54.75,1338.15,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,0.3798613648357547,25-48 months
6296-DDOOR,Female,0,No,No,19,One year,No,Electronic check,58.2,1045.25,No,Yes,No,DSL,No,Yes,No,No,Yes,No,0.38061063505287696,13-24 months
5931-FLJJF,Male,1,Yes,No,7,Month-to-month,Yes,Mailed check,70.1,467.55,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.7964095989112465,0-12 months (New)
4800-CZMPC,Female,0,Yes,Yes,48,One year,Yes,Credit card (automatic),103.25,5037.55,Yes,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,0.3767212025056606,48+ months (Loyal)
5908-QMGOE,Male,1,No,No,15,Month-to-month,Yes,Credit card (automatic),74.2,1133.9,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.8057134709419365,13-24 months
6559-RAKOZ,Male,0,Yes,Yes,49,One year,Yes,Electronic check,97.95,4917.9,No,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,0.5350021569858343,48+ months (Loyal)
5315-CKEQK,Male,1,Yes,Yes,28,One year,Yes,Electronic check,51.0,1381.8,No,Yes,Yes,DSL,No,No,No,No,No,No,0.3893104723353399,25-48 months
3904-UKFRE,Male,0,No,No,4,Month-to-month,Yes,Electronic check,80.1,336.15,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0.8218553712985759,0-12 months (New)
3801-HMYNL,Male,0,Yes,Yes,1,Month-to-month,No,Mailed check,89.15,89.15,Yes,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,0.7923707454680919,0-12 months (New)
0697-ZMSWS,Male,0,No,No,4,Month-to-month,Yes,Electronic check,85.65,338.9,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,0.8962903051659658,0-12 months (New)
5307-UVGNB,Female,0,Yes,Yes,53,Month-to-month,Yes,Bank transfer (automatic),48.7,2495.2,No,No,No phone service,DSL,Yes,Yes,Yes,No,No,Yes,0.19520195852240804,48+ months (Loyal)
7526-BEZQB,Male,0,No,No,12,Month-to-month,Yes,Electronic check,96.05,1148.1,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,0.896971479517814,13-24 months
2165-VOEGB,Female,0,No,Yes,46,One year,Yes,Bank transfer (automatic),105.2,4822.85,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,0.2954872430887502,25-48 months
6331-EWIEB,Male,0,No,No,20,Month-to-month,Yes,Electronic check,85.25,1734.5,Yes,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,0.8436513419968461,13-24 months
0133-BMFZO,Female,0,No,No,2,Month-to-month,Yes,Electronic check,86.25,181.65,Yes,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,0.6992942771982094,0-12 months (New)
4488-KQFDT,Female,0,No,No,61,One year,Yes,Electronic check,103.95,6423.0,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.5297868587447243,48+ months (Loyal)
3878-AVSOQ,Female,1,No,No,1,Month-to-month,Yes,Electronic check,71.25,71.25,No,Yes,No,Fiber optic,No,No,No,No,No,No,0.8777768495241124,0-12 months (New)
2107-FBPTK,Female,1,No,No,30,Month-to-month,Yes,Electronic check,104.1,3121.1,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.8508330759579874,25-48 months
2984-MIIZL,Male,0,No,No,4,Month-to-month,Yes,Bank transfer (automatic),74.8,321.9,Yes,Yes,No,Fiber optic,No,No,Yes,No,No,No,0.7949436898843187,0-12 months (New)
3045-XETSH,Female,0,No,No,10,Month-to-month,Yes,Electronic check,94.85,953.45,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,0.8501819471561183,0-12 months (New)
0112-QWPNC,Male,0,Yes,No,49,One year,No,Electronic check,84.35,4059.35,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,0.188148143948553,48+ months (Loyal)
5198-HQAEN,Male,0,Yes,Yes,35,One year,Yes,Electronic check,89.7,3165.6,No,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,0.4291214956206717,25-48 months
6695-AMZUF,Female,0,Yes,No,70,Two year,No,Credit card (automatic),86.45,5950.2,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0.024898416170206415,48+ months (Loyal)
4001-TSBTV,Female,0,Yes,Yes,58,Month-to-month,Yes,Electronic check,91.55,5511.65,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,0.48469293405422276,48+ months (Loyal)
2664-XJZNO,Male,0,Yes,Yes,72,Two year,Yes,Credit card (automatic),104.9,7559.55,No,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,0.09769051727290405,48+ months (Loyal)
9258-CNWAC,Female,0,Yes,Yes,71,Two year,No,Credit card (automatic),113.65,8166.8,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0.09091560639403229,48+ months (Loyal)
7794-JASDG,Male,0,No,No,1,Month-to-month,Yes,Mailed check,50.75,50.75,No,Yes,No,DSL,Yes,No,No,No,No,No,0.576292343292196,0-12 months (New)
3803-KMQFW,Female,0,Yes,Yes,1,Month-to-month,No,Mailed check,20.55,20.55,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.3354025883415003,0-12 months (New)
5393-RXQSZ,Male,0,No,No,1,Month-to-month,No,Electronic check,79.6,79.6,Yes,Yes,No,Fiber optic,No,No,No,No,No,Yes,0.8512439333313242,0-12 months (New)
7312-XSBAT,Male,0,No,No,1,Month-to-month,No,Electronic check,49.75,49.75,No,Yes,No,DSL,Yes,No,No,No,No,No,0.602925150758179,0-12 months (New)
8318-LCNBW,Male,0,Yes,No,35,One year,No,Credit card (automatic),53.15,1930.9,No,No,No phone service,DSL,Yes,No,Yes,No,Yes,Yes,0.25563133939210864,25-48 months
6297-NOOPG,Female,0,Yes,No,70,Two year,Yes,Electronic check,110.5,7752.05,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.24686621192996364,48+ months (Loyal)
5965-GGPRW,Male,0,Yes,Yes,72,Two year,No,Bank transfer (automatic),105.25,7609.75,No,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,0.12287140620697493,48+ months (Loyal)
0956-ACVZC,Female,0,No,No,54,One year,Yes,Credit card (automatic),94.1,5060.9,No,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,0.42326506203385905,48+ months (Loyal)
2322-VCZHZ,Male,1,Yes,No,23,Month-to-month,Yes,Electronic check,90.0,2024.1,No,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,0.7325305592915368,13-24 months
1932-UEDCX,Male,1,Yes,No,33,Month-to-month,Yes,Bank transfer (automatic),100.6,3270.25,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0.7907678554632963,25-48 months
9053-JZFKV,Male,0,No,No,67,Two year,No,Credit card (automatic),116.2,7752.3,Yes,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0.11688516085180067,48+ months (Loyal)
9248-OJYKK,Male,1,No,No,1,Month-to-month,Yes,Electronic check,76.45,76.45,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.9002437962059494,0-12 months (New)
3733-ZEECP,Male,0,Yes,Yes,22,Month-to-month,Yes,Electronic check,51.1,1232.9,No,Yes,No,DSL,No,No,No,Yes,No,No,0.4471548905437499,13-24 months
4011-ARPHK,Male,0,No,No,27,Month-to-month,No,Mailed check,50.35,1411.35,No,Yes,No,DSL,Yes,No,No,No,No,No,0.26286882305359077,25-48 months
8930-XOTDP,Female,0,Yes,Yes,18,Month-to-month,No,Mailed check,55.95,1082.8,No,Yes,No,DSL,No,No,No,No,Yes,No,0.42691092138474385,13-24 months
5482-NUPNA,Female,0,No,No,4,Month-to-month,Yes,Mailed check,60.4,272.15,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,0.4277199960425548,0-12 months (New)
4547-LYTDD,Female,0,No,No,16,Month-to-month,No,Electronic check,72.65,1194.3,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.7763051780180795,13-24 months
5028-GZLDO,Male,0,No,No,2,Month-to-month,No,Credit card (automatic),70.7,140.7,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.7385865837226396,0-12 months (New)
6765-MBQNU,Female,0,Yes,No,26,One year,No,Mailed check,26.0,684.05,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.10351262058323145,25-48 months
8809-RIHDD,Male,0,Yes,Yes,72,Two year,Yes,Electronic check,103.4,7372.65,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.2465219734644777,48+ months (Loyal)
3148-AOIQT,Female,0,Yes,No,69,Two year,Yes,Credit card (automatic),24.95,1718.35,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.010550691581216907,48+ months (Loyal)
8679-JOEVF,Female,1,No,No,16,Month-to-month,No,Electronic check,59.4,1023.9,Yes,Yes,No,DSL,No,No,No,Yes,Yes,No,0.6027034813080825,13-24 months
3721-WKIIL,Female,0,No,No,27,Two year,Yes,Mailed check,19.6,561.15,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.06018250157379623,25-48 months
2332-EFBJY,Male,0,No,No,16,Month-to-month,Yes,Mailed check,19.7,342.4,Yes,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.3143239376405079,13-24 months
3612-YUNGG,Male,0,Yes,Yes,64,Two year,Yes,Credit card (automatic),109.2,6741.15,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.1707983432807101,48+ months (Loyal)
7714-YXSMB,Female,0,No,No,26,Month-to-month,Yes,Bank transfer (automatic),100.5,2599.95,No,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,0.8059584603326738,25-48 months
7359-PTSXY,Male,0,No,No,1,Month-to-month,No,Electronic check,45.75,45.75,Yes,Yes,No,DSL,No,No,No,No,No,No,0.687838778022799,0-12 months (New)
7404-JLKQG,Female,0,No,No,3,Month-to-month,No,Electronic check,57.55,161.45,No,Yes,No,DSL,No,No,Yes,No,Yes,No,0.716162693622303,0-12 months (New)
3677-TNKIO,Female,0,No,No,14,Month-to-month,Yes,Credit card (automatic),71.0,914.0,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.7112549283997159,13-24 months
4737-HOBAX,Male,0,Yes,No,63,Two year,No,Credit card (automatic),79.8,5034.05,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,0.06444360257932764,48+ months (Loyal)
4749-OJKQU,Female,0,No,No,4,Month-to-month,Yes,Electronic check,75.65,302.35,No,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.8670369237151099,0-12 months (New)
4825-FUREZ,Male,0,Yes,No,42,Two year,No,Electronic check,20.25,835.5,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.03084744768343835,25-48 months
3932-IJWDZ,Male,0,No,No,45,Month-to-month,Yes,Bank transfer (automatic),103.65,4747.85,No,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,0.6918724949762838,25-48 months
3796-ENZGF,Male,0,Yes,No,63,Two year,No,Mailed check,67.25,4234.15,No,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,0.04052263623979346,48+ months (Loyal)
0722-TROQR,Female,1,No,No,4,Month-to-month,Yes,Electronic check,74.9,321.75,Yes,Yes,Yes,Fiber optic,No,No,No,No,No,No,0.8933481533910627,0-12 months (New)
8062-YBDOE,Male,1,No,No,1,Month-to-month,Yes,Electronic check,69.65,69.65,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.8864196976396245,0-12 months (New)
3589-PPVKW,Male,0,No,No,9,Month-to-month,Yes,Mailed check,44.4,348.15,No,Yes,No,DSL,No,No,No,No,No,No,0.6006751026837701,0-12 months (New)
5143-EGQFK,Female,1,No,No,10,Month-to-month,Yes,Electronic check,29.65,291.4,Yes,No,No phone service,DSL,No,No,No,Yes,No,No,0.7585344089424904,0-12 months (New)
6168-WFVVF,Female,1,No,No,3,Month-to-month,Yes,Electronic check,70.3,235.5,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.8744461618956673,0-12 months (New)
9465-RWMXL,Male,0,Yes,No,32,Month-to-month,Yes,Electronic check,78.9,2447.95,Yes,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,0.7164807323909366,25-48 months
2043-WVTQJ,Male,0,Yes,No,1,Month-to-month,No,Mailed check,55.7,55.7,No,Yes,No,DSL,Yes,No,Yes,No,No,No,0.460681362133968,0-12 months (New)
2325-WINES,Female,0,No,No,32,One year,Yes,Credit card (automatic),104.05,3416.85,No,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.6056248138825747,25-48 months
8571-ZCMCX,Female,0,Yes,Yes,47,Two year,Yes,Credit card (automatic),60.0,2768.65,No,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,0.08861651198548587,25-48 months
2202-CUYXZ,Male,0,No,No,1,Month-to-month,Yes,Electronic check,84.85,84.85,Yes,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,0.8778225567690244,0-12 months (New)
3779-OSWCF,Female,0,Yes,No,71,Two year,No,Credit card (automatic),93.2,6506.15,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,0.031765940291872824,48+ months (Loyal)
0480-KYJVA,Female,0,Yes,Yes,72,Two year,No,Credit card (automatic),24.25,1784.5,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.005633803293739104,48+ months (Loyal)
2451-YMUXS,Male,1,No,No,67,Two year,Yes,Bank transfer (automatic),64.55,4250.1,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,0.032951633926760725,48+ months (Loyal)
7554-AKDQF,Female,0,Yes,No,6,Month-to-month,No,Mailed check,45.65,323.45,No,Yes,No,DSL,No,No,No,No,No,No,0.5260924650726843,0-12 months (New)
0607-MVMGC,Male,0,Yes,Yes,45,One year,No,Credit card (automatic),78.75,3600.65,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,0.19538950822133405,25-48 months
3207-OYBWH,Male,1,Yes,No,57,Month-to-month,Yes,Bank transfer (automatic),95.25,5427.05,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,0.5884313399254829,48+ months (Loyal)
4957-TIALW,Female,0,No,Yes,15,One year,No,Credit card (automatic),65.6,1010.0,No,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,0.126459057343984,13-24 months
9405-GPBBG,Female,0,No,No,64,Two year,Yes,Credit card (automatic),110.5,7069.25,No,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.20961770422871404,48+ months (Loyal)
5130-IEKQT,Male,1,No,No,25,Month-to-month,No,Mailed check,105.95,2655.25,Yes,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.7515386344552781,25-48 months
5849-ASHZJ,Male,0,No,Yes,27,One year,No,Credit card (automatic),20.05,552.9,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.07607667305465225,25-48 months
8735-NBLWT,Male,0,No,Yes,9,Month-to-month,No,Mailed check,20.4,184.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.2729795866516758,0-12 months (New)
4806-DXQCE,Female,1,Yes,No,70,Two year,Yes,Electronic check,113.65,7714.65,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,0.22241450363819143,48+ months (Loyal)
1698-XFZCI,Male,0,No,No,61,One year,Yes,Electronic check,107.75,6521.9,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,0.4533510305657427,48+ months (Loyal)
6999-CHVCF,Male,0,No,No,68,Two year,Yes,Bank transfer (automatic),102.1,7149.35,No,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,0.1441961892577924,48+ months (Loyal)
6088-BXMRG,Female,0,Yes,Yes,32,Month-to-month,Yes,Electronic check,98.85,3089.6,No,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,0.7789879588276774,25-48 months
0650-BWOZN,Female,1,No,No,18,Month-to-month,Yes,Electronic check,73.55,1359.45,No,Yes,No,Fiber optic,No,Yes,No,No,No,No,0.7896073563682701,13-24 months
4570-QHXHL,Female,0,No,No,9,Month-to-month,Yes,Electronic check,43.75,405.7,No,Yes,No,DSL,No,No,No,No,No,No,0.6952440315693131,0-12 months (New)
4797-MIWUM,Male,0,Yes,Yes,7,Month-to-month,Yes,Bank transfer (automatic),20.25,174.7,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.3818408910914619,0-12 months (New)
5196-WPYOW,Male,0,Yes,Yes,67,One year,No,Mailed check,60.05,3994.05,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,0.021174010746281342,48+ months (Loyal)
3847-BAERP,Female,0,No,No,10,Month-to-month,Yes,Mailed check,20.9,247.0,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.36522080227636083,0-12 months (New)
3737-GCSPV,Female,0,Yes,No,11,Month-to-month,Yes,Credit card (automatic),96.2,1222.05,Yes,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,0.6931039487386642,0-12 months (New)
4658-HCOHW,Female,0,Yes,Yes,21,Month-to-month,Yes,Electronic check,102.8,2110.15,Yes,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,0.7372289906994643,13-24 months
9499-XPZXM,Female,0,Yes,No,72,Two year,No,Bank transfer (automatic),64.75,4804.75,No,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,0.015716945414355626,48+ months (Loyal)
3088-LHEFH,Female,0,No,No,11,Month-to-month,Yes,Bank transfer (automatic),79.0,929.3,No,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,0.7350222195477082,0-12 months (New)
6175-IRFIT,Male,0,No,No,5,Month-to-month,No,Mailed check,78.75,426.35,No,Yes,No,Fiber optic,No,No,No,No,No,Yes,0.7761385489668515,0-12 months (New)
4654-GGUII,Female,0,No,No,18,One year,Yes,Mailed check,40.2,711.95,No,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,0.2529826032495773,13-24 months
3528-HFRIQ,Male,1,Yes,No,71,Month-to-month,Yes,Bank transfer (automatic),52.3,3765.05,No,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,0.2840619569074484,48+ months (Loyal)
7267-FRMJW,Female,0,Yes,Yes,25,Two year,No,Mailed check,20.1,486.05,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.037587557183002475,25-48 months
5562-YJQGT,Female,0,No,No,2,Month-to-month,No,Credit card (automatic),20.35,35.1,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.38254013173757473,0-12 months (New)
3810-PJUHR,Male,0,Yes,Yes,70,Two year,No,Mailed check,25.35,1715.15,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.00603371801315897,48+ months (Loyal)
9227-YBAXE,Female,0,Yes,Yes,65,Two year,Yes,Bank transfer (automatic),82.5,5215.1,No,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,0.04962978535102118,48+ months (Loyal)
6005-OBZPH,Female,1,No,No,26,Month-to-month,Yes,Electronic check,89.15,2277.65,Yes,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,0.8257742275200051,25-48 months
1217-VASWC,Male,1,Yes,No,43,One year,Yes,Bank transfer (automatic),100.55,4304.0,No,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,0.5322456933276996,25-48 months
0980-PVMRC,Female,0,Yes,Yes,40,Month-to-month,Yes,Electronic check,50.85,2036.55,No,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,0.5245637618975395,25-48 months
3422-LYEPQ,Male,0,Yes,Yes,1,Month-to-month,Yes,Electronic check,71.0,71.0,Yes,Yes,No,Fiber optic,No,No,No,No,No,No,0.8261656105518088,0-12 months (New)
0374-IOEGQ,Female,0,No,No,3,Month-to-month,No,Electronic check,44.6,122.7,No,Yes,No,DSL,No,No,No,No,No,No,0.6700573863197232,0-12 months (New)
2724-FJDYW,Male,0,No,Yes,39,One year,No,Bank transfer (automatic),54.85,2191.7,No,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,0.23394159625892905,25-48 months
7435-ZNUYY,Male,0,No,No,6,One year,No,Mailed check,20.6,116.6,No,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0.20761286845117663,0-12 months (New)
8221-EQDGL,Male,0,Yes,No,35,Month-to-month,No,Mailed check,61.0,2130.45,No,Yes,No,DSL,Yes,Yes,Yes,No,No,No,0.16817909190119168,25-48 months
9696-RMYBA,Male,0,No,No,5,Month-to-month,Yes,Mailed check,80.1,398.55,No,Yes,No,Fiber optic,No,No,No,No,Yes,No,0.8186436949993406,0-12 months (New)
